img,label
D:/study/iris/CASIA-Iris-Thousand\340\L\S5340L03.jpg,340
D:/study/iris/CASIA-Iris-Thousand\084\R\S5084R01.jpg,84
D:/study/iris/CASIA-Iris-Thousand\510\L\S5510L06.jpg,510
D:/study/iris/CASIA-Iris-Thousand\080\L\S5080L02.jpg,80
D:/study/iris/CASIA-Iris-Thousand\300\R\S5300R02.jpg,300
D:/study/iris/CASIA-Iris-Thousand\363\L\S5363L07.jpg,363
D:/study/iris/CASIA-Iris-Thousand\062\R\S5062R02.jpg,62
D:/study/iris/CASIA-Iris-Thousand\533\R\S5533R07.jpg,533
D:/study/iris/CASIA-Iris-Thousand\754\L\S5754L00.jpg,754
D:/study/iris/CASIA-Iris-Thousand\750\R\S5750R03.jpg,750
D:/study/iris/CASIA-Iris-Thousand\604\R\S5604R07.jpg,604
D:/study/iris/CASIA-Iris-Thousand\126\L\S5126L00.jpg,126
D:/study/iris/CASIA-Iris-Thousand\755\L\S5755L08.jpg,755
D:/study/iris/CASIA-Iris-Thousand\901\R\S5901R08.jpg,901
D:/study/iris/CASIA-Iris-Thousand\852\L\S5852L08.jpg,852
D:/study/iris/CASIA-Iris-Thousand\509\R\S5509R00.jpg,509
D:/study/iris/CASIA-Iris-Thousand\322\R\S5322R00.jpg,322
D:/study/iris/CASIA-Iris-Thousand\849\R\S5849R02.jpg,849
D:/study/iris/CASIA-Iris-Thousand\987\R\S5987R02.jpg,987
D:/study/iris/CASIA-Iris-Thousand\635\R\S5635R05.jpg,635
D:/study/iris/CASIA-Iris-Thousand\074\R\S5074R07.jpg,74
D:/study/iris/CASIA-Iris-Thousand\428\L\S5428L02.jpg,428
D:/study/iris/CASIA-Iris-Thousand\886\R\S5886R01.jpg,886
D:/study/iris/CASIA-Iris-Thousand\676\R\S5676R01.jpg,676
D:/study/iris/CASIA-Iris-Thousand\601\L\S5601L03.jpg,601
D:/study/iris/CASIA-Iris-Thousand\557\R\S5557R06.jpg,557
D:/study/iris/CASIA-Iris-Thousand\265\L\S5265L03.jpg,265
D:/study/iris/CASIA-Iris-Thousand\248\L\S5248L06.jpg,248
D:/study/iris/CASIA-Iris-Thousand\151\L\S5151L05.jpg,151
D:/study/iris/CASIA-Iris-Thousand\529\L\S5529L09.jpg,529
D:/study/iris/CASIA-Iris-Thousand\192\L\S5192L03.jpg,192
D:/study/iris/CASIA-Iris-Thousand\039\R\S5039R02.jpg,39
D:/study/iris/CASIA-Iris-Thousand\228\R\S5228R02.jpg,228
D:/study/iris/CASIA-Iris-Thousand\565\L\S5565L09.jpg,565
D:/study/iris/CASIA-Iris-Thousand\034\L\S5034L07.jpg,34
D:/study/iris/CASIA-Iris-Thousand\774\L\S5774L00.jpg,774
D:/study/iris/CASIA-Iris-Thousand\461\L\S5461L03.jpg,461
D:/study/iris/CASIA-Iris-Thousand\244\L\S5244L02.jpg,244
D:/study/iris/CASIA-Iris-Thousand\954\L\S5954L06.jpg,954
D:/study/iris/CASIA-Iris-Thousand\242\L\S5242L07.jpg,242
D:/study/iris/CASIA-Iris-Thousand\038\L\S5038L01.jpg,38
D:/study/iris/CASIA-Iris-Thousand\431\R\S5431R03.jpg,431
D:/study/iris/CASIA-Iris-Thousand\825\L\S5825L09.jpg,825
D:/study/iris/CASIA-Iris-Thousand\927\R\S5927R09.jpg,927
D:/study/iris/CASIA-Iris-Thousand\810\L\S5810L02.jpg,810
D:/study/iris/CASIA-Iris-Thousand\171\R\S5171R05.jpg,171
D:/study/iris/CASIA-Iris-Thousand\235\R\S5235R03.jpg,235
D:/study/iris/CASIA-Iris-Thousand\479\L\S5479L08.jpg,479
D:/study/iris/CASIA-Iris-Thousand\838\R\S5838R03.jpg,838
D:/study/iris/CASIA-Iris-Thousand\271\L\S5271L03.jpg,271
D:/study/iris/CASIA-Iris-Thousand\694\L\S5694L01.jpg,694
D:/study/iris/CASIA-Iris-Thousand\464\R\S5464R08.jpg,464
D:/study/iris/CASIA-Iris-Thousand\952\L\S5952L08.jpg,952
D:/study/iris/CASIA-Iris-Thousand\118\L\S5118L00.jpg,118
D:/study/iris/CASIA-Iris-Thousand\039\L\S5039L05.jpg,39
D:/study/iris/CASIA-Iris-Thousand\499\L\S5499L08.jpg,499
D:/study/iris/CASIA-Iris-Thousand\386\R\S5386R04.jpg,386
D:/study/iris/CASIA-Iris-Thousand\743\R\S5743R01.jpg,743
D:/study/iris/CASIA-Iris-Thousand\279\L\S5279L04.jpg,279
D:/study/iris/CASIA-Iris-Thousand\488\L\S5488L08.jpg,488
D:/study/iris/CASIA-Iris-Thousand\598\R\S5598R08.jpg,598
D:/study/iris/CASIA-Iris-Thousand\509\R\S5509R09.jpg,509
D:/study/iris/CASIA-Iris-Thousand\143\L\S5143L02.jpg,143
D:/study/iris/CASIA-Iris-Thousand\843\L\S5843L04.jpg,843
D:/study/iris/CASIA-Iris-Thousand\478\R\S5478R08.jpg,478
D:/study/iris/CASIA-Iris-Thousand\960\L\S5960L04.jpg,960
D:/study/iris/CASIA-Iris-Thousand\756\L\S5756L05.jpg,756
D:/study/iris/CASIA-Iris-Thousand\392\L\S5392L03.jpg,392
D:/study/iris/CASIA-Iris-Thousand\580\L\S5580L03.jpg,580
D:/study/iris/CASIA-Iris-Thousand\481\R\S5481R09.jpg,481
D:/study/iris/CASIA-Iris-Thousand\431\L\S5431L00.jpg,431
D:/study/iris/CASIA-Iris-Thousand\477\L\S5477L08.jpg,477
D:/study/iris/CASIA-Iris-Thousand\191\R\S5191R04.jpg,191
D:/study/iris/CASIA-Iris-Thousand\903\L\S5903L02.jpg,903
D:/study/iris/CASIA-Iris-Thousand\412\L\S5412L04.jpg,412
D:/study/iris/CASIA-Iris-Thousand\329\R\S5329R02.jpg,329
D:/study/iris/CASIA-Iris-Thousand\377\L\S5377L09.jpg,377
D:/study/iris/CASIA-Iris-Thousand\846\L\S5846L04.jpg,846
D:/study/iris/CASIA-Iris-Thousand\160\L\S5160L06.jpg,160
D:/study/iris/CASIA-Iris-Thousand\506\R\S5506R00.jpg,506
D:/study/iris/CASIA-Iris-Thousand\508\L\S5508L04.jpg,508
D:/study/iris/CASIA-Iris-Thousand\808\L\S5808L05.jpg,808
D:/study/iris/CASIA-Iris-Thousand\066\L\S5066L08.jpg,66
D:/study/iris/CASIA-Iris-Thousand\628\R\S5628R06.jpg,628
D:/study/iris/CASIA-Iris-Thousand\261\L\S5261L07.jpg,261
D:/study/iris/CASIA-Iris-Thousand\445\R\S5445R03.jpg,445
D:/study/iris/CASIA-Iris-Thousand\940\R\S5940R05.jpg,940
D:/study/iris/CASIA-Iris-Thousand\243\R\S5243R08.jpg,243
D:/study/iris/CASIA-Iris-Thousand\819\L\S5819L02.jpg,819
D:/study/iris/CASIA-Iris-Thousand\635\R\S5635R03.jpg,635
D:/study/iris/CASIA-Iris-Thousand\055\R\S5055R08.jpg,55
D:/study/iris/CASIA-Iris-Thousand\810\L\S5810L08.jpg,810
D:/study/iris/CASIA-Iris-Thousand\424\L\S5424L01.jpg,424
D:/study/iris/CASIA-Iris-Thousand\015\R\S5015R08.jpg,15
D:/study/iris/CASIA-Iris-Thousand\919\R\S5919R09.jpg,919
D:/study/iris/CASIA-Iris-Thousand\200\R\S5200R02.jpg,200
D:/study/iris/CASIA-Iris-Thousand\816\L\S5816L07.jpg,816
D:/study/iris/CASIA-Iris-Thousand\224\R\S5224R06.jpg,224
D:/study/iris/CASIA-Iris-Thousand\482\R\S5482R09.jpg,482
D:/study/iris/CASIA-Iris-Thousand\492\R\S5492R07.jpg,492
D:/study/iris/CASIA-Iris-Thousand\853\R\S5853R05.jpg,853
D:/study/iris/CASIA-Iris-Thousand\259\R\S5259R01.jpg,259
D:/study/iris/CASIA-Iris-Thousand\669\L\S5669L03.jpg,669
D:/study/iris/CASIA-Iris-Thousand\576\L\S5576L07.jpg,576
D:/study/iris/CASIA-Iris-Thousand\350\L\S5350L01.jpg,350
D:/study/iris/CASIA-Iris-Thousand\808\R\S5808R06.jpg,808
D:/study/iris/CASIA-Iris-Thousand\423\L\S5423L07.jpg,423
D:/study/iris/CASIA-Iris-Thousand\966\L\S5966L05.jpg,966
D:/study/iris/CASIA-Iris-Thousand\564\R\S5564R04.jpg,564
D:/study/iris/CASIA-Iris-Thousand\781\R\S5781R03.jpg,781
D:/study/iris/CASIA-Iris-Thousand\893\L\S5893L01.jpg,893
D:/study/iris/CASIA-Iris-Thousand\207\R\S5207R08.jpg,207
D:/study/iris/CASIA-Iris-Thousand\974\L\S5974L00.jpg,974
D:/study/iris/CASIA-Iris-Thousand\669\R\S5669R07.jpg,669
D:/study/iris/CASIA-Iris-Thousand\416\L\S5416L04.jpg,416
D:/study/iris/CASIA-Iris-Thousand\715\L\S5715L04.jpg,715
D:/study/iris/CASIA-Iris-Thousand\863\R\S5863R09.jpg,863
D:/study/iris/CASIA-Iris-Thousand\828\L\S5828L08.jpg,828
D:/study/iris/CASIA-Iris-Thousand\882\L\S5882L02.jpg,882
D:/study/iris/CASIA-Iris-Thousand\121\R\S5121R07.jpg,121
D:/study/iris/CASIA-Iris-Thousand\801\R\S5801R04.jpg,801
D:/study/iris/CASIA-Iris-Thousand\606\R\S5606R01.jpg,606
D:/study/iris/CASIA-Iris-Thousand\822\R\S5822R04.jpg,822
D:/study/iris/CASIA-Iris-Thousand\289\R\S5289R00.jpg,289
D:/study/iris/CASIA-Iris-Thousand\521\L\S5521L06.jpg,521
D:/study/iris/CASIA-Iris-Thousand\307\L\S5307L02.jpg,307
D:/study/iris/CASIA-Iris-Thousand\259\L\S5259L05.jpg,259
D:/study/iris/CASIA-Iris-Thousand\188\R\S5188R00.jpg,188
D:/study/iris/CASIA-Iris-Thousand\300\L\S5300L06.jpg,300
D:/study/iris/CASIA-Iris-Thousand\079\R\S5079R01.jpg,79
D:/study/iris/CASIA-Iris-Thousand\977\R\S5977R08.jpg,977
D:/study/iris/CASIA-Iris-Thousand\410\R\S5410R05.jpg,410
D:/study/iris/CASIA-Iris-Thousand\389\R\S5389R00.jpg,389
D:/study/iris/CASIA-Iris-Thousand\797\R\S5797R07.jpg,797
D:/study/iris/CASIA-Iris-Thousand\074\R\S5074R01.jpg,74
D:/study/iris/CASIA-Iris-Thousand\942\L\S5942L01.jpg,942
D:/study/iris/CASIA-Iris-Thousand\331\R\S5331R02.jpg,331
D:/study/iris/CASIA-Iris-Thousand\064\L\S5064L08.jpg,64
D:/study/iris/CASIA-Iris-Thousand\516\R\S5516R08.jpg,516
D:/study/iris/CASIA-Iris-Thousand\517\L\S5517L02.jpg,517
D:/study/iris/CASIA-Iris-Thousand\713\L\S5713L06.jpg,713
D:/study/iris/CASIA-Iris-Thousand\653\L\S5653L01.jpg,653
D:/study/iris/CASIA-Iris-Thousand\477\L\S5477L05.jpg,477
D:/study/iris/CASIA-Iris-Thousand\772\L\S5772L07.jpg,772
D:/study/iris/CASIA-Iris-Thousand\567\R\S5567R07.jpg,567
D:/study/iris/CASIA-Iris-Thousand\912\L\S5912L06.jpg,912
D:/study/iris/CASIA-Iris-Thousand\775\L\S5775L05.jpg,775
D:/study/iris/CASIA-Iris-Thousand\204\R\S5204R02.jpg,204
D:/study/iris/CASIA-Iris-Thousand\622\R\S5622R03.jpg,622
D:/study/iris/CASIA-Iris-Thousand\734\R\S5734R01.jpg,734
D:/study/iris/CASIA-Iris-Thousand\880\L\S5880L02.jpg,880
D:/study/iris/CASIA-Iris-Thousand\039\L\S5039L09.jpg,39
D:/study/iris/CASIA-Iris-Thousand\988\R\S5988R06.jpg,988
D:/study/iris/CASIA-Iris-Thousand\481\R\S5481R05.jpg,481
D:/study/iris/CASIA-Iris-Thousand\369\L\S5369L03.jpg,369
D:/study/iris/CASIA-Iris-Thousand\684\R\S5684R05.jpg,684
D:/study/iris/CASIA-Iris-Thousand\641\L\S5641L01.jpg,641
D:/study/iris/CASIA-Iris-Thousand\581\L\S5581L09.jpg,581
D:/study/iris/CASIA-Iris-Thousand\034\L\S5034L09.jpg,34
D:/study/iris/CASIA-Iris-Thousand\297\L\S5297L07.jpg,297
D:/study/iris/CASIA-Iris-Thousand\656\R\S5656R02.jpg,656
D:/study/iris/CASIA-Iris-Thousand\483\L\S5483L05.jpg,483
D:/study/iris/CASIA-Iris-Thousand\650\R\S5650R05.jpg,650
D:/study/iris/CASIA-Iris-Thousand\068\L\S5068L02.jpg,68
D:/study/iris/CASIA-Iris-Thousand\899\R\S5899R02.jpg,899
D:/study/iris/CASIA-Iris-Thousand\264\R\S5264R07.jpg,264
D:/study/iris/CASIA-Iris-Thousand\306\R\S5306R04.jpg,306
D:/study/iris/CASIA-Iris-Thousand\056\R\S5056R05.jpg,56
D:/study/iris/CASIA-Iris-Thousand\806\R\S5806R09.jpg,806
D:/study/iris/CASIA-Iris-Thousand\959\L\S5959L09.jpg,959
D:/study/iris/CASIA-Iris-Thousand\320\L\S5320L05.jpg,320
D:/study/iris/CASIA-Iris-Thousand\311\L\S5311L06.jpg,311
D:/study/iris/CASIA-Iris-Thousand\261\L\S5261L05.jpg,261
D:/study/iris/CASIA-Iris-Thousand\389\L\S5389L00.jpg,389
D:/study/iris/CASIA-Iris-Thousand\445\L\S5445L04.jpg,445
D:/study/iris/CASIA-Iris-Thousand\276\L\S5276L08.jpg,276
D:/study/iris/CASIA-Iris-Thousand\440\L\S5440L02.jpg,440
D:/study/iris/CASIA-Iris-Thousand\888\R\S5888R08.jpg,888
D:/study/iris/CASIA-Iris-Thousand\606\L\S5606L02.jpg,606
D:/study/iris/CASIA-Iris-Thousand\727\L\S5727L09.jpg,727
D:/study/iris/CASIA-Iris-Thousand\832\R\S5832R09.jpg,832
D:/study/iris/CASIA-Iris-Thousand\557\R\S5557R07.jpg,557
D:/study/iris/CASIA-Iris-Thousand\596\L\S5596L09.jpg,596
D:/study/iris/CASIA-Iris-Thousand\937\L\S5937L01.jpg,937
D:/study/iris/CASIA-Iris-Thousand\064\L\S5064L05.jpg,64
D:/study/iris/CASIA-Iris-Thousand\731\L\S5731L04.jpg,731
D:/study/iris/CASIA-Iris-Thousand\310\R\S5310R06.jpg,310
D:/study/iris/CASIA-Iris-Thousand\099\L\S5099L07.jpg,99
D:/study/iris/CASIA-Iris-Thousand\605\R\S5605R08.jpg,605
D:/study/iris/CASIA-Iris-Thousand\062\L\S5062L06.jpg,62
D:/study/iris/CASIA-Iris-Thousand\399\L\S5399L06.jpg,399
D:/study/iris/CASIA-Iris-Thousand\717\L\S5717L01.jpg,717
D:/study/iris/CASIA-Iris-Thousand\986\L\S5986L05.jpg,986
D:/study/iris/CASIA-Iris-Thousand\553\R\S5553R05.jpg,553
D:/study/iris/CASIA-Iris-Thousand\398\L\S5398L01.jpg,398
D:/study/iris/CASIA-Iris-Thousand\538\L\S5538L03.jpg,538
D:/study/iris/CASIA-Iris-Thousand\416\L\S5416L08.jpg,416
D:/study/iris/CASIA-Iris-Thousand\479\R\S5479R02.jpg,479
D:/study/iris/CASIA-Iris-Thousand\024\L\S5024L09.jpg,24
D:/study/iris/CASIA-Iris-Thousand\946\L\S5946L08.jpg,946
D:/study/iris/CASIA-Iris-Thousand\517\L\S5517L07.jpg,517
D:/study/iris/CASIA-Iris-Thousand\972\L\S5972L00.jpg,972
D:/study/iris/CASIA-Iris-Thousand\185\R\S5185R03.jpg,185
D:/study/iris/CASIA-Iris-Thousand\609\R\S5609R01.jpg,609
D:/study/iris/CASIA-Iris-Thousand\575\L\S5575L00.jpg,575
D:/study/iris/CASIA-Iris-Thousand\576\R\S5576R08.jpg,576
D:/study/iris/CASIA-Iris-Thousand\794\L\S5794L09.jpg,794
D:/study/iris/CASIA-Iris-Thousand\068\R\S5068R08.jpg,68
D:/study/iris/CASIA-Iris-Thousand\251\L\S5251L00.jpg,251
D:/study/iris/CASIA-Iris-Thousand\196\L\S5196L04.jpg,196
D:/study/iris/CASIA-Iris-Thousand\000\L\S5000L01.jpg,0
D:/study/iris/CASIA-Iris-Thousand\794\L\S5794L08.jpg,794
D:/study/iris/CASIA-Iris-Thousand\171\R\S5171R01.jpg,171
D:/study/iris/CASIA-Iris-Thousand\088\L\S5088L04.jpg,88
D:/study/iris/CASIA-Iris-Thousand\305\L\S5305L02.jpg,305
D:/study/iris/CASIA-Iris-Thousand\245\L\S5245L00.jpg,245
D:/study/iris/CASIA-Iris-Thousand\779\R\S5779R05.jpg,779
D:/study/iris/CASIA-Iris-Thousand\346\L\S5346L07.jpg,346
D:/study/iris/CASIA-Iris-Thousand\099\L\S5099L04.jpg,99
D:/study/iris/CASIA-Iris-Thousand\441\L\S5441L00.jpg,441
D:/study/iris/CASIA-Iris-Thousand\400\R\S5400R08.jpg,400
D:/study/iris/CASIA-Iris-Thousand\326\R\S5326R01.jpg,326
D:/study/iris/CASIA-Iris-Thousand\333\R\S5333R06.jpg,333
D:/study/iris/CASIA-Iris-Thousand\328\R\S5328R09.jpg,328
D:/study/iris/CASIA-Iris-Thousand\323\R\S5323R07.jpg,323
D:/study/iris/CASIA-Iris-Thousand\936\R\S5936R01.jpg,936
D:/study/iris/CASIA-Iris-Thousand\776\L\S5776L00.jpg,776
D:/study/iris/CASIA-Iris-Thousand\922\L\S5922L07.jpg,922
D:/study/iris/CASIA-Iris-Thousand\785\L\S5785L02.jpg,785
D:/study/iris/CASIA-Iris-Thousand\183\R\S5183R03.jpg,183
D:/study/iris/CASIA-Iris-Thousand\012\R\S5012R04.jpg,12
D:/study/iris/CASIA-Iris-Thousand\069\L\S5069L06.jpg,69
D:/study/iris/CASIA-Iris-Thousand\764\L\S5764L03.jpg,764
D:/study/iris/CASIA-Iris-Thousand\369\L\S5369L00.jpg,369
D:/study/iris/CASIA-Iris-Thousand\228\L\S5228L02.jpg,228
D:/study/iris/CASIA-Iris-Thousand\676\R\S5676R09.jpg,676
D:/study/iris/CASIA-Iris-Thousand\832\L\S5832L03.jpg,832
D:/study/iris/CASIA-Iris-Thousand\044\R\S5044R06.jpg,44
D:/study/iris/CASIA-Iris-Thousand\462\L\S5462L06.jpg,462
D:/study/iris/CASIA-Iris-Thousand\370\R\S5370R06.jpg,370
D:/study/iris/CASIA-Iris-Thousand\245\R\S5245R03.jpg,245
D:/study/iris/CASIA-Iris-Thousand\514\R\S5514R06.jpg,514
D:/study/iris/CASIA-Iris-Thousand\246\R\S5246R03.jpg,246
D:/study/iris/CASIA-Iris-Thousand\770\L\S5770L00.jpg,770
D:/study/iris/CASIA-Iris-Thousand\353\L\S5353L06.jpg,353
D:/study/iris/CASIA-Iris-Thousand\557\L\S5557L06.jpg,557
D:/study/iris/CASIA-Iris-Thousand\747\R\S5747R09.jpg,747
D:/study/iris/CASIA-Iris-Thousand\980\R\S5980R00.jpg,980
D:/study/iris/CASIA-Iris-Thousand\097\R\S5097R04.jpg,97
D:/study/iris/CASIA-Iris-Thousand\895\L\S5895L05.jpg,895
D:/study/iris/CASIA-Iris-Thousand\886\R\S5886R03.jpg,886
D:/study/iris/CASIA-Iris-Thousand\386\L\S5386L09.jpg,386
D:/study/iris/CASIA-Iris-Thousand\935\R\S5935R09.jpg,935
D:/study/iris/CASIA-Iris-Thousand\708\R\S5708R04.jpg,708
D:/study/iris/CASIA-Iris-Thousand\283\R\S5283R00.jpg,283
D:/study/iris/CASIA-Iris-Thousand\477\R\S5477R09.jpg,477
D:/study/iris/CASIA-Iris-Thousand\168\R\S5168R07.jpg,168
D:/study/iris/CASIA-Iris-Thousand\990\R\S5990R03.jpg,990
D:/study/iris/CASIA-Iris-Thousand\267\L\S5267L06.jpg,267
D:/study/iris/CASIA-Iris-Thousand\693\L\S5693L06.jpg,693
D:/study/iris/CASIA-Iris-Thousand\952\L\S5952L07.jpg,952
D:/study/iris/CASIA-Iris-Thousand\398\L\S5398L00.jpg,398
D:/study/iris/CASIA-Iris-Thousand\632\L\S5632L08.jpg,632
D:/study/iris/CASIA-Iris-Thousand\242\L\S5242L04.jpg,242
D:/study/iris/CASIA-Iris-Thousand\130\L\S5130L08.jpg,130
D:/study/iris/CASIA-Iris-Thousand\722\R\S5722R02.jpg,722
D:/study/iris/CASIA-Iris-Thousand\345\L\S5345L07.jpg,345
D:/study/iris/CASIA-Iris-Thousand\846\L\S5846L07.jpg,846
D:/study/iris/CASIA-Iris-Thousand\056\R\S5056R08.jpg,56
D:/study/iris/CASIA-Iris-Thousand\043\L\S5043L01.jpg,43
D:/study/iris/CASIA-Iris-Thousand\901\R\S5901R09.jpg,901
D:/study/iris/CASIA-Iris-Thousand\281\R\S5281R07.jpg,281
D:/study/iris/CASIA-Iris-Thousand\843\R\S5843R05.jpg,843
D:/study/iris/CASIA-Iris-Thousand\031\L\S5031L06.jpg,31
D:/study/iris/CASIA-Iris-Thousand\680\R\S5680R04.jpg,680
D:/study/iris/CASIA-Iris-Thousand\526\L\S5526L09.jpg,526
D:/study/iris/CASIA-Iris-Thousand\034\L\S5034L05.jpg,34
D:/study/iris/CASIA-Iris-Thousand\658\L\S5658L02.jpg,658
D:/study/iris/CASIA-Iris-Thousand\093\R\S5093R04.jpg,93
D:/study/iris/CASIA-Iris-Thousand\195\R\S5195R08.jpg,195
D:/study/iris/CASIA-Iris-Thousand\791\L\S5791L00.jpg,791
D:/study/iris/CASIA-Iris-Thousand\464\L\S5464L09.jpg,464
D:/study/iris/CASIA-Iris-Thousand\675\R\S5675R09.jpg,675
D:/study/iris/CASIA-Iris-Thousand\602\L\S5602L02.jpg,602
D:/study/iris/CASIA-Iris-Thousand\008\R\S5008R01.jpg,8
D:/study/iris/CASIA-Iris-Thousand\179\R\S5179R01.jpg,179
D:/study/iris/CASIA-Iris-Thousand\803\R\S5803R08.jpg,803
D:/study/iris/CASIA-Iris-Thousand\492\R\S5492R09.jpg,492
D:/study/iris/CASIA-Iris-Thousand\865\R\S5865R00.jpg,865
D:/study/iris/CASIA-Iris-Thousand\276\R\S5276R05.jpg,276
D:/study/iris/CASIA-Iris-Thousand\213\R\S5213R09.jpg,213
D:/study/iris/CASIA-Iris-Thousand\800\L\S5800L09.jpg,800
D:/study/iris/CASIA-Iris-Thousand\524\L\S5524L00.jpg,524
D:/study/iris/CASIA-Iris-Thousand\620\L\S5620L03.jpg,620
D:/study/iris/CASIA-Iris-Thousand\906\R\S5906R05.jpg,906
D:/study/iris/CASIA-Iris-Thousand\005\R\S5005R06.jpg,5
D:/study/iris/CASIA-Iris-Thousand\879\L\S5879L04.jpg,879
D:/study/iris/CASIA-Iris-Thousand\758\R\S5758R00.jpg,758
D:/study/iris/CASIA-Iris-Thousand\795\L\S5795L09.jpg,795
D:/study/iris/CASIA-Iris-Thousand\162\R\S5162R02.jpg,162
D:/study/iris/CASIA-Iris-Thousand\484\R\S5484R08.jpg,484
D:/study/iris/CASIA-Iris-Thousand\978\R\S5978R00.jpg,978
D:/study/iris/CASIA-Iris-Thousand\730\R\S5730R08.jpg,730
D:/study/iris/CASIA-Iris-Thousand\036\R\S5036R01.jpg,36
D:/study/iris/CASIA-Iris-Thousand\273\L\S5273L05.jpg,273
D:/study/iris/CASIA-Iris-Thousand\672\R\S5672R02.jpg,672
D:/study/iris/CASIA-Iris-Thousand\740\L\S5740L05.jpg,740
D:/study/iris/CASIA-Iris-Thousand\320\L\S5320L04.jpg,320
D:/study/iris/CASIA-Iris-Thousand\162\R\S5162R07.jpg,162
D:/study/iris/CASIA-Iris-Thousand\819\R\S5819R02.jpg,819
D:/study/iris/CASIA-Iris-Thousand\414\L\S5414L06.jpg,414
D:/study/iris/CASIA-Iris-Thousand\131\L\S5131L00.jpg,131
D:/study/iris/CASIA-Iris-Thousand\662\R\S5662R00.jpg,662
D:/study/iris/CASIA-Iris-Thousand\712\R\S5712R08.jpg,712
D:/study/iris/CASIA-Iris-Thousand\884\R\S5884R09.jpg,884
D:/study/iris/CASIA-Iris-Thousand\609\L\S5609L05.jpg,609
D:/study/iris/CASIA-Iris-Thousand\891\L\S5891L01.jpg,891
D:/study/iris/CASIA-Iris-Thousand\940\R\S5940R03.jpg,940
D:/study/iris/CASIA-Iris-Thousand\202\L\S5202L01.jpg,202
D:/study/iris/CASIA-Iris-Thousand\735\R\S5735R03.jpg,735
D:/study/iris/CASIA-Iris-Thousand\255\L\S5255L07.jpg,255
D:/study/iris/CASIA-Iris-Thousand\092\R\S5092R07.jpg,92
D:/study/iris/CASIA-Iris-Thousand\111\L\S5111L04.jpg,111
D:/study/iris/CASIA-Iris-Thousand\937\R\S5937R01.jpg,937
D:/study/iris/CASIA-Iris-Thousand\869\L\S5869L05.jpg,869
D:/study/iris/CASIA-Iris-Thousand\301\L\S5301L07.jpg,301
D:/study/iris/CASIA-Iris-Thousand\494\R\S5494R06.jpg,494
D:/study/iris/CASIA-Iris-Thousand\403\L\S5403L03.jpg,403
D:/study/iris/CASIA-Iris-Thousand\022\L\S5022L02.jpg,22
D:/study/iris/CASIA-Iris-Thousand\366\R\S5366R03.jpg,366
D:/study/iris/CASIA-Iris-Thousand\427\R\S5427R01.jpg,427
D:/study/iris/CASIA-Iris-Thousand\188\L\S5188L04.jpg,188
D:/study/iris/CASIA-Iris-Thousand\998\L\S5998L01.jpg,998
D:/study/iris/CASIA-Iris-Thousand\884\L\S5884L05.jpg,884
D:/study/iris/CASIA-Iris-Thousand\564\L\S5564L00.jpg,564
D:/study/iris/CASIA-Iris-Thousand\579\R\S5579R01.jpg,579
D:/study/iris/CASIA-Iris-Thousand\001\L\S5001L03.jpg,1
D:/study/iris/CASIA-Iris-Thousand\416\R\S5416R09.jpg,416
D:/study/iris/CASIA-Iris-Thousand\724\L\S5724L06.jpg,724
D:/study/iris/CASIA-Iris-Thousand\245\R\S5245R00.jpg,245
D:/study/iris/CASIA-Iris-Thousand\504\L\S5504L06.jpg,504
D:/study/iris/CASIA-Iris-Thousand\620\L\S5620L06.jpg,620
D:/study/iris/CASIA-Iris-Thousand\796\R\S5796R06.jpg,796
D:/study/iris/CASIA-Iris-Thousand\148\R\S5148R01.jpg,148
D:/study/iris/CASIA-Iris-Thousand\669\L\S5669L04.jpg,669
D:/study/iris/CASIA-Iris-Thousand\016\R\S5016R03.jpg,16
D:/study/iris/CASIA-Iris-Thousand\210\L\S5210L02.jpg,210
D:/study/iris/CASIA-Iris-Thousand\075\L\S5075L09.jpg,75
D:/study/iris/CASIA-Iris-Thousand\136\R\S5136R01.jpg,136
D:/study/iris/CASIA-Iris-Thousand\472\R\S5472R00.jpg,472
D:/study/iris/CASIA-Iris-Thousand\595\R\S5595R06.jpg,595
D:/study/iris/CASIA-Iris-Thousand\342\L\S5342L06.jpg,342
D:/study/iris/CASIA-Iris-Thousand\718\R\S5718R00.jpg,718
D:/study/iris/CASIA-Iris-Thousand\162\R\S5162R01.jpg,162
D:/study/iris/CASIA-Iris-Thousand\822\L\S5822L03.jpg,822
D:/study/iris/CASIA-Iris-Thousand\636\L\S5636L03.jpg,636
D:/study/iris/CASIA-Iris-Thousand\541\L\S5541L05.jpg,541
D:/study/iris/CASIA-Iris-Thousand\711\R\S5711R02.jpg,711
D:/study/iris/CASIA-Iris-Thousand\375\R\S5375R07.jpg,375
D:/study/iris/CASIA-Iris-Thousand\575\R\S5575R06.jpg,575
D:/study/iris/CASIA-Iris-Thousand\324\R\S5324R00.jpg,324
D:/study/iris/CASIA-Iris-Thousand\571\L\S5571L07.jpg,571
D:/study/iris/CASIA-Iris-Thousand\365\R\S5365R06.jpg,365
D:/study/iris/CASIA-Iris-Thousand\703\R\S5703R09.jpg,703
D:/study/iris/CASIA-Iris-Thousand\290\R\S5290R07.jpg,290
D:/study/iris/CASIA-Iris-Thousand\536\R\S5536R05.jpg,536
D:/study/iris/CASIA-Iris-Thousand\593\L\S5593L06.jpg,593
D:/study/iris/CASIA-Iris-Thousand\993\L\S5993L08.jpg,993
